NN;lex_rus;lang;class;lex_nd;first_cons;cons_type_old;cons_type;CL_SG;final_cons;fin_cons_type;POST_SG;first_vowel;vowel_type;lex_rus_sem;compound;semantics_KK;semantics_KK_detailed;;;;;
127;bytchok (ot odnogo goda do trekh let);lak;3;qː1ača;qː;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;korova;;;;;
127;bytchok (ot odnogo goda do trekh let);arch;3;χː1ili;χː;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;korova;;;;;
127;bytchok (ot odnogo goda do trekh let);rutl;3;čawra;č;anterior;anterior;NA;;;;;;;0;dom.anim;korova;;;;;
127;bytchok (ot odnogo goda do trekh let);tsah;3;dana;d;anterior;anterior;NA;;;;;;do dvukh let;0;dom.anim;korova;;;;;
127;bytchok (ot odnogo goda do trekh let);tsah;3;ǯonga;ǯ;anterior;anterior;NA;;;;;;2-3 goda;0;dom.anim;korova;;;;;
127;bytchok (ot odnogo goda do trekh let);tsahg;3;dana;d;anterior;anterior;NA;;;;;;do dvukh let;0;dom.anim;korova;;;;;
127;bytchok (ot odnogo goda do trekh let);tsahg;3;ǯonga;ǯ;anterior;anterior;NA;;;;;;2-3 goda;0;dom.anim;korova;;;;;
127;bytchok (ot odnogo goda do trekh let);tsahc;3;dana;d;anterior;anterior;NA;;;;;;do dvukh let;0;dom.anim;korova;;;;;
127;bytchok (ot odnogo goda do trekh let);tsahc;3;ǯonga;ǯ;anterior;anterior;NA;;;;;;2-3 goda;0;dom.anim;korova;;;;;
127;bytchok (ot odnogo goda do trekh let);kryz;3;k'ʷarä;k'ʷ;plosive.post;plosive.post;NA;vowel;NA;0;;;;0;dom.anim;korova;;;;;
127;bytchok (ot odnogo goda do trekh let);bud;3;danə;d;anterior;anterior;NA;vowel;NA;0;;;;0;dom.anim;korova;;;;;
127;bytchok (ot odnogo goda do trekh let);hin;3;k'uza;k';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;korova;;;;;
128;loshad', kon' (rodovoe nazvanie);and;3;k'otu;k';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);cham;3;č'atʷ;č';anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);chamg;3;č'atu;č';anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);inh;3;soro;s;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);tsez;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);gin;3;gulu;g;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);bezht;3;šügö-sojra;š;anterior;anterior;NA;;;;;;"""kobyla + zherebets""";1;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);bezhh;3;šügöšörä;š;anterior;anterior;NA;;;;;;;1;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);gunz;3;šugu-sərjo;š;anterior;anterior;NA;;;;;;;1;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);lak;3;čʷu;čʷ;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);arch;3;no1š;n;nasal;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);rutl;3;hijwan // jijwan;h // j;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);tsah;3;balkan;b;labial;labial;1;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);tsahg;3;balkan;b;labial;labial;1;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);tsahc;3;balkan;b;labial;labial;1;;;;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);kryz;3;balkän;b;labial;labial;NA;n;nasal;0;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);bud;3;χila;χ;fricative.post;fricative.post;NA;vowel;NA;0;;;;0;dom.anim;loshad' i ocel;;;;;
128;loshad', kon' (rodovoe nazvanie);hin;3;pši;p;labial;labial;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;and;3;iča;NA;NA;NA;NA;;;;i;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;cham;3;iša;NA;NA;NA;NA;;;;i;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;chamg;3;iča;NA;NA;NA;NA;;;;i;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;inh;3;ičʷa;NA;NA;NA;NA;;;;i;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;tsez;3;sirjo;s;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;gin;3;šoge // šegʷe;š;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;bezht;3;šügö;š;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;bezhh;3;šügö;š;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;gunz;3;šugu;š;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;lak;3;kːʷacːa;kːʷ;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;arch;3;gʷaci;gʷ;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;rutl;3;χʷar;χʷ;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;tsah;3;madjan;m;nasal;labial;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;tsahg;3;madyjan;m;nasal;labial;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;tsahc;3;madyjan;m;nasal;labial;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;kryz;3;χiliχ;χ;fricative.post;fricative.post;NA;χ;fricative.post;0;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;bud;3;mergan;m;nasal;labial;NA;n;nasal;0;;;;0;dom.anim;loshad' i ocel;;;;;
129;kobyla;hin;3;madjan;m;nasal;labial;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;and;3;čor;č;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;cham;3;bart;b;labial;labial;1;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;cham;3;barti;b;labial;labial;1;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;chamg;3;barti;b;labial;labial;1;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;inh;3;barti;b;labial;labial;1;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;tsez;3;gulu;g;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;gin;3;gulu;g;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;bezht;3;sojra;s;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;bezhh;3;sorija;s;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;gunz;3;sərje;s;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;lak;3;ajʁur;NA;NA;NA;NA;;;;a;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;arch;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;rutl;3;ajʁɨr;NA;NA;NA;NA;;;;a;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;tsah;3;ajʁɨr;NA;NA;NA;NA;;;;a;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;tsahg;3;ajʁɨr;NA;NA;NA;NA;;;;a;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;tsahc;3;ajʁɨr;NA;NA;NA;NA;;;;a;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;kryz;3;ajaʁɨr;NA;NA;NA;NA;r;liquid;0;a;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;bud;3;vɨli;v;labial;labial;1;vowel;NA;0;;;;0;dom.anim;loshad' i ocel;;;;;
130;zherebets;hin;3;varja;v;labial;labial;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;and;3;taj;t;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;cham;3;taj;t;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;chamg;3;taj;t;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;inh;5;taj;t;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;tsez;3;k'eč'oli;k';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;gin;3;eč'il;NA;NA;NA;NA;;;;e;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;bezht;3;ič'er;NA;NA;NA;NA;;;;i;;do goda;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;bezht;3;q'aʟ-bos;q';plosive.post;plosive.post;NA;;;;;;ot goda do 2 let;1;dom.anim;loshad' i ocel;;;;;
131;zherebenok;bezht;3;ɬaʟ-bos;ɬ;liquid;liquid;NA;;;;;;ot 2 do 3 let;1;dom.anim;loshad' i ocel;;;;;
131;zherebenok;bezhh;3;ič'er;NA;NA;NA;NA;;;;i;;do goda;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;bezhh;3;q'aʟ-bos;q';plosive.post;plosive.post;NA;;;;;;ot goda do 2 let;1;dom.anim;loshad' i ocel;;;;;
131;zherebenok;bezhh;3;ɬaʟ-bos;ɬ;liquid;liquid;NA;;;;;;ot 2 do 3 let;1;dom.anim;loshad' i ocel;;;;;
131;zherebenok;gunz;3;ĩč'er;NA;NA;NA;NA;;;;ĩ;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;lak;3;ta1j;t;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;arch;4;uri;NA;NA;NA;NA;;;;u;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;rutl;3;daj;d;anterior;anterior;1;;;;;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;tsah;3;urje;NA;NA;NA;NA;;;;u;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;tsahg;3;urjä;NA;NA;NA;NA;;;;u;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;tsahc;3;urje;NA;NA;NA;NA;;;;u;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;kryz;3;t'äj;t';anterior;anterior;NA;j;anterior;0;;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;bud;3;t'e;t';anterior;anterior;NA;vowel;NA;0;;;;0;dom.anim;loshad' i ocel;;;;;
131;zherebenok;hin;3;rižä;r;liquid;liquid;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;and;3;hamoroχi;h;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;cham;3;amaχ;NA;NA;NA;NA;;;;a;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;chamg;3;hamaχi;h;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;inh;3;omoq'1e;NA;NA;NA;NA;;;;o;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;tsez;3;ʕomoj;ʕ;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;gin;3;omoq'i;NA;NA;NA;NA;;;;o;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;bezht;3;irmat'o;NA;NA;NA;NA;;;;i;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;bezht;3;ãʔũ;NA;NA;NA;NA;;;;ã;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;bezhh;3;irmat'o;NA;NA;NA;NA;;;;i;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;bezhh;3;ãʔũ;NA;NA;NA;NA;;;;ã;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;gunz;3;irmət'u;NA;NA;NA;NA;;;;i;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;lak;3;tːukːu;tː;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;arch;3;dogi;d;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;rutl;3;jimel;j;anterior;anterior;1;;;;;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;tsah;3;a1male;NA;NA;NA;NA;;;;a1;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;tsahg;3;a1malä;NA;NA;NA;NA;;;;a1;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;tsahc;3;a1male;NA;NA;NA;NA;;;;a1;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;kryz;3;lem;l;liquid;liquid;NA;m;nasal;0;;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;bud;3;lem;l;liquid;liquid;NA;m;nasal;0;;;;0;dom.anim;loshad' i ocel;;;;;
132;ocel;hin;3;hilam;h;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;and;3;tok'išːi;t;anterior;anterior;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;cham;3;k'ort;k';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;chamg;3;k'orti;k';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;inh;5;k'onč'i;k';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;tsez;3;ʕomojs k'eč'oli;ʕ;fricative.post;fricative.post;NA;;;;;;"""ocla zherebenok""";1;dom.anim;loshad' i ocel;;;;;
133;oclenok;gin;3;eč'il;NA;NA;NA;NA;;;;e;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;bezht;3;k'ert';k';plosive.post;plosive.post;NA;;;;;;do goda;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;bezht;3;ʜec'o;ʜ;fricative.post;fricative.post;NA;;;;;;godovalyj;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;bezhh;3;k'ert';k';plosive.post;plosive.post;NA;;;;;;do goda;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;gunz;3;k'ert;k';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;lak;3;hu1k'u;h;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;arch;4;k'e1rt;k';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;rutl;3;qʷ1anč';qʷ;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;tsah;3;ɢuduχ;ɢ;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;tsahg;3;ɢuduʁ;ɢ;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;tsahc;3;ɢuduʁ;ɢ;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;kryz;3;šak'ʷaj;š;anterior;anterior;NA;j;anterior;0;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;bud;3;sipe;s;anterior;anterior;NA;vowel;NA;0;;;;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;hin;3;šunk'or;š;anterior;anterior;NA;;;;;;do goda;0;dom.anim;loshad' i ocel;;;;;
133;oclenok;hin;3;supa;s;anterior;anterior;NA;;;;;;godovalyj;0;dom.anim;loshad' i ocel;;;;;
134;mul;and;3;ɢurc'im;ɢ;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;cham;3;ʁoc'ũ;ʁ;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;chamg;3;χuzin;χ;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;inh;3;q'urc'une;q';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;tsez;3;qʷ'erec'ni;qʷ';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;gin;3;hurc'um;h;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;bezht;3;ʕürc'en;ʕ;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;bezhh;3;χorc'on;χ;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;gunz;3;horc'om;h;fricative.post;fricative.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;lak;3;wirc'un;w;labial;labial;1;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;arch;3;q'urc'em;q';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;rutl;3;ɢatir;ɢ;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;tsah;3;ɢatir;ɢ;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;tsahg;3;ɢatir;ɢ;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;tsahc;3;ɢatir;ɢ;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;kryz;3;ɢätɨr;ɢ;plosive.post;plosive.post;NA;r;liquid;0;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;bud;3;ɢatɨr;ɢ;plosive.post;plosive.post;NA;r;liquid;0;;;;0;dom.anim;loshad' i ocel;;;;;
134;mul;hin;3;qätir;q;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;loshad' i ocel;;;;;
135;koza;and;3;c'ːija;c'ː;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;cham;3;s'inaʟ;s';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;chamg;3;c'inaʟu;c';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;inh;3;can;c;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;tsez;3;ča1nja;č;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;gin;3;can;c;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;bezht;3;can;c;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;bezhh;3;can;c;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;gunz;3;can;c;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;lak;3;c'uku;c';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;arch;3;c'aj;c';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;rutl;3;c'ih;c';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;tsah;3;c'eʔe;c';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;tsahg;3;c'äʔ;c';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;tsahc;3;c'eʔ;c';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
135;koza;kryz;3;c'ěʕ;c';anterior;anterior;NA;ʕ;fricative.post;0;;;;0;dom.anim;koza;;;;;
135;koza;bud;3;c'äʕ;c';anterior;anterior;NA;ʕ;fricative.post;0;;;;0;dom.anim;koza;;;;;
135;koza;hin;3;c'ol;c';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;and;3;t'uka;t';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;cham;3;beʔa;b;labial;labial;1;;;;;;;0;dom.anim;koza;;;;;
136;kozel;chamg;3;bera;b;labial;labial;1;;;;;;;0;dom.anim;koza;;;;;
136;kozel;inh;3;bera;b;labial;labial;1;;;;;;;0;dom.anim;koza;;;;;
136;kozel;tsez;3;t'eka;t';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;gin;3;t'eka;t';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;bezht;3;t'igä;t';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;bezhh;3;t'iga;t';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;bezhh;3;t'oqči;t';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;gunz;3;t'iga;t';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;lak;3;q'1aca;q';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;arch;3;q'on;q';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;rutl;3;q'ɨn;q';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;tsah;3;q'ɨna;q';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;tsahg;3;q'ɨna;q';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;tsahc;3;q'ɨna;q';plosive.post;plosive.post;NA;;;;;;;0;dom.anim;koza;;;;;
136;kozel;kryz;3;täkä;t;anterior;anterior;NA;vowel;NA;0;;;;0;dom.anim;koza;;;;;
136;kozel;bud;3;təkə;t;anterior;anterior;NA;vowel;NA;0;;;;0;dom.anim;koza;;;;;
136;kozel;hin;3;taka;t;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;and;3;c'ːek'ir;c'ː;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;cham;3;s'eč'i;s';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;chamg;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;inh;5;čik'e;č;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;tsez;3;cek'i;c;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;gin;3;cek'e;c;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;bezht;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;bezhh;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;gunz;3;čik'e;č;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;lak;3;gada;g;plosive.post;plosive.post;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;arch;4;motol;m;nasal;labial;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;rutl;3;mɨtɨl;m;nasal;labial;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok;tsah;3;mɨswa;m;nasal;labial;NA;;;;;;novorozhdennyj;0;dom.anim;koza;;;;;
137;kozlenok;tsahg;3;mɨsɨwa;m;nasal;labial;NA;;;;;;novorozhdennyj;0;dom.anim;koza;;;;;
137;kozlenok;tsahc;3;mɨswa;m;nasal;labial;NA;;;;;;novorozhdennyj;0;dom.anim;koza;;;;;
137;kozlenok;kryz;NA;NA;NA;NA;NA;NA;;;0;;;;0;dom.anim;koza;;;;;
137;kozlenok;bud;3;til;t;anterior;anterior;NA;l;liquid;0;;;;0;dom.anim;koza;;;;;
137;kozlenok;hin;3;bac'ɨz;b;labial;labial;1;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;and;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;cham;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;chamg;3;c'eč'ir;c';anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;inh;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;tsez;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;gin;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;bezht;3;čik'e;č;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;bezhh;3;cik'e;c;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;gunz;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;lak;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;arch;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;rutl;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;tsah;3;čepič;č;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;tsahg;3;čepič;č;anterior;anterior;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;tsahc;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;kryz;3;ʜäč';ʜ;fricative.post;fricative.post;NA;č';anterior;0;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;bud;NA;NA;NA;NA;NA;NA;;;0;;;;0;dom.anim;koza;;;;;
137;kozlenok (a) do neckol'kikh mecjatsev;hin;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (b) ot neck. mecjatsev do goda;and;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
137;kozlenok (b) ot neck. mecjatsev do goda;cham;NA;NA;NA;NA;NA;NA;;;;;;;0;dom.anim;koza;;;;;
